,Term,ID,Subject,Catalog,Session,Location,Final_Letter,Final_Numeric,SPE_Letter,SPE_Numeric,NBME_Letter,NBME_Numeric,OSCE_Letter,OSCE_Numeric,Final_Letter2,SPE_Letter2,NBME_Letter2,OSCE_Letter2
2198,5401,1932,ME,300B,3B5,Falmouth Hospital,HH,3.6,High Honors,3.55,High Honors,3.7,High Honors,3.5,High Honors,High Honors,High Honors,High Honors
2199,5401,1932,NU,302,3C3,Saint Vincent Hospital Massachusetts,H,88.15,Honors,3.3,High Honors,94,Honors,85,Honors,Honors,High Honors,Honors
2200,5300,1842,PE,300,S2A,Baystate Medical Center,HH,3.72,High Honors,3.81,Pass,81,High Honors,91,High Honors,High Honors,Pass,High Honors
2201,5300,1842,FC,300,S2B,Worcester Area North,H,94.29,High Honors,44.57,Honors,17.48,Honors,17.44,Honors,High Honors,Honors,Honors
2202,5300,1842,PS,300,S2C,UMMHC-8 East,HH,92,High Honors,92,High Honors,96,High Honors,90,High Honors,High Honors,High Honors,High Honors
2203,5301,1842,OB,300,S3B,UMMHC-Memorial Campus,HH,93,High Honors,45,Honors,11,High Honors,23,High Honors,High Honors,Honors,High Honors
2204,5300,1842,NU,302,1B3,UMMHC-University Campus,HH,92.4,Honors,3.42,Honors,81,High Honors,20,High Honors,Honors,Honors,High Honors
2205,5300,1842,ME,300B,1C5,UMMHC-Marlborough Hospital,H,3.34,High Honors,3.55,Pass,2.9,Honors,3,Honors,High Honors,Pass,Honors
2206,5301,1842,SU,300,3C5,UMMHC-Memorial Surgical Oncology,HH,3.6,High Honors,3.79,Honors,80,High Honors,77,High Honors,High Honors,Honors,High Honors
2207,5100,1562,PS,300,S1A,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,93,Honors,85,Pass,77,Honors,High Honors,Honors,Pass
2208,5100,1562,FC,300,S1B,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,39.28,NA,13.92,Honors,17.67,High Honors,High Honors,NA,Honors
2209,5100,1562,PE,300,S1C,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.08,NA,91,Pass,83,Honors,Honors,NA,Pass
2210,5100,1562,SU,300,S2A,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,3.5,High Honors,82,Honors,72,High Honors,High Honors,High Honors,Honors
2211,5100,1562,OB,300,S2C,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,41,High Honors,15,Honors,22,High Honors,High Honors,High Honors,Honors
2212,5101,1562,ME,300B,S3B,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,3.74,High Honors,3.8,High Honors,3.5,High Honors,High Honors,High Honors,High Honors
2213,5101,1562,NU,302,S3C,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.4,High Honors,88,Honors,16,Honors,Honors,High Honors,Honors
2214,5300,1866,PS,300,S2A,"Baystate Medical Center - Springfield, MA",HH,90,High Honors,89,Honors,85,High Honors,88,High Honors,High Honors,Honors,High Honors
2215,5300,1866,FC,300,S2B,"Baystate Medical Center - Springfield, MA",H,89.75,High Honors,43.34,Pass,17.09,Honors,17.12,Honors,High Honors,Pass,Honors
2216,5300,1866,PE,300,S2C,"Baystate Medical Center - Springfield, MA",H,3.11,Honors,3.19,Honors,82,Pass,81,Honors,Honors,Honors,Pass
2217,5301,1866,OB,300,S3C,"Baystate Medical Center - Springfield, MA",H,87,High Honors,41,Honors,11,Honors,21,Honors,High Honors,Honors,Honors
2218,5300,1866,ME,300B,1A5,"Baystate Medical Center - Springfield, MA",H,3.17,Honors,3.32,Honors,3.1,Pass,2.5,Honors,Honors,Honors,Pass
2219,5300,1866,NU,302,1C3,"Baystate Medical Center - Springfield, MA",H,86.1,High Honors,3.73,Honors,79,Pass,14,Honors,High Honors,Honors,Pass
2220,5301,1866,SU,300,3A5,"Baystate Medical Center - Springfield, MA",H,3.2,High Honors,3.75,Honors,77,Honors,74,Honors,High Honors,Honors,Honors
2221,5100,1234,ME,300B,S1B,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.35,Honors,3.1,Honors,3,Honors,Honors,Honors,Honors
2222,5100,1234,NU,302,S1C,"Baystate Medical Center - Springfield, MA",P,NA,Honors,3.04,Pass,72,Pass,13,Pass,Honors,Pass,Pass
2223,5100,1234,PS,300,S2A,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,88,Pass,78,Honors,87,Honors,High Honors,Pass,Honors
2224,5100,1234,FC,300,S2B,"Baystate Medical Center - Springfield, MA",H,NA,Honors,37.24,NA,13.7,Honors,17.67,Honors,Honors,NA,Honors
2225,5100,1234,PE,300,S2C,"Baystate Medical Center - Springfield, MA",H,NA,Pass,2.84,NA,79,High Honors,90,Honors,Pass,NA,High Honors
2226,5101,1234,SU,300,S3A,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3,Pass,72,Honors,72,Honors,Honors,Pass,Honors
2227,5101,1234,OB,300,S3C,"Baystate Medical Center - Springfield, MA",P,NA,Honors,35,Pass,7,Honors,21,Pass,Honors,Pass,Honors
2228,5300,1734,FC,300,S1A,Worcester Area South,HH,93.76,High Honors,42.11,High Honors,19.19,Honors,17.76,High Honors,High Honors,High Honors,Honors
2229,5300,1734,PE,300,S1B,UMMHC-University Campus,HH,3.8,High Honors,3.55,High Honors,91,High Honors,94,High Honors,High Honors,High Honors,High Honors
2230,5300,1734,PS,300,S1C,TaraVista Behavioral Health Center,HH,94,High Honors,95,High Honors,93,High Honors,91,High Honors,High Honors,High Honors,High Honors
2231,5300,1734,OB,300,S2C,Cape Cod Hospital,HH,95,High Honors,44,High Honors,15,Honors,22,High Honors,High Honors,High Honors,Honors
2232,5300,1734,SU,300,2A5,UMMHC-Memorial Colorectal,HH,4,High Honors,3.92,High Honors,86,High Honors,77,High Honors,High Honors,High Honors,High Honors
2233,5301,1734,ME,300B,3A5,Falmouth Hospital,HH,3.9,High Honors,3.81,High Honors,4,High Honors,4,High Honors,High Honors,High Honors,High Honors
2234,5301,1734,NU,302,3B3,Milford Regional Medical Center,HH,97.2,High Honors,3.86,High Honors,88,High Honors,20,High Honors,High Honors,High Honors,High Honors
2235,5200,1593,PS,300,S1A,Dr. J. Corrigan Mental Health Center,H,NA,High Honors,94,Honors,90,Honors,81,Honors,High Honors,Honors,Honors
2236,5200,1593,FC,300,S1B,Worcester Area South,H,NA,High Honors,42.11,Honors,17.78,Pass,15,Honors,High Honors,Honors,Pass
2237,5200,1593,PE,300,S1C,UMMHC-University Campus,H,NA,Honors,3.07,Pass,80,Pass,84,Honors,Honors,Pass,Pass
2238,5200,1593,OB,300,S2B,Cape Cod Hospital,H,NA,Honors,34,Pass,7,Honors,21,Honors,Honors,Pass,Honors
2239,5200,1593,SU,300,2C5,Cape Cod Hospital,H,NA,High Honors,3.81,Pass,69,Honors,72,Honors,High Honors,Pass,Honors
2240,5201,1593,NU,302,3A4,UMMHC-University Campus,H,NA,High Honors,3.75,Honors,83,Pass,13,Honors,High Honors,Honors,Pass
2241,5201,1593,ME,300B,3B5,Milford Regional Medical Center,H,NA,Honors,3.26,High Honors,3.9,Honors,3,Honors,Honors,High Honors,Honors
2242,5400,1976,FC,300,S1A,"Baystate Medical Center - Springfield, MA",H,91.26,High Honors,42.93,Honors,17.8,Honors,16.13,Honors,High Honors,Honors,Honors
2243,5400,1976,PE,300,S1B,"Baystate Medical Center - Springfield, MA",P,2.85,Pass,2.6,Pass,74,High Honors,90,Pass,Pass,Pass,High Honors
2244,5400,1976,PS,300,S1C,"Baystate Medical Center - Springfield, MA",H,90,High Honors,90,Honors,88,Honors,85,Honors,High Honors,Honors,Honors
2245,5401,1976,OB,300,S3C,"Baystate Medical Center - Springfield, MA",HH,90,High Honors,43,Honors,11,Honors,21,High Honors,High Honors,Honors,Honors
2246,5400,1976,NU,302,2A4,"Baystate Medical Center - Springfield, MA",H,87.65,Honors,3.51,High Honors,86,Honors,79,Honors,Honors,High Honors,Honors
2247,5400,1976,ME,300B,2B5,"Baystate Medical Center - Springfield, MA",HH,3.57,Honors,3.48,High Honors,3.7,High Honors,3.5,High Honors,Honors,High Honors,High Honors
2248,5401,1976,SU,300,3A5,"Baystate Medical Center - Springfield, MA",H,3.4,Honors,3.3,High Honors,83,High Honors,81,Honors,Honors,High Honors,High Honors
2249,5200,1620,PE,300,S1A,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,3.68,Pass,76,Honors,88,Honors,High Honors,Pass,Honors
2250,5200,1620,FC,300,S1B,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,44.57,Honors,17.22,High Honors,19.38,High Honors,High Honors,Honors,High Honors
2251,5200,1620,PS,300,S1C,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,100,Honors,83,Honors,81,Honors,High Honors,Honors,Honors
2252,5200,1620,OB,300,S2C,"Baystate Medical Center - Springfield, MA",H,NA,Honors,38,Honors,11,Pass,19,Honors,Honors,Honors,Pass
2253,5200,1620,SU,300,2A5,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,3.5,Pass,71,Honors,74,Honors,High Honors,Pass,Honors
2254,5201,1620,NU,302,3B3,"Baystate Medical Center - Springfield, MA",P,NA,Honors,3.43,Pass,73,Pass,13,Pass,Honors,Pass,Pass
2255,5201,1620,ME,300B,3C5,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,3.55,Pass,2.6,Honors,3,Honors,High Honors,Pass,Honors
2256,5000,1027,FC,300,S1A,Worcester Area South,H,NA,High Honors,38.48,NA,14.1,Pass,11.48,Honors,High Honors,NA,Pass
2257,5000,1027,PE,300,S1B,Baystate Medical Center,HH,NA,High Honors,3.66,NA,83,High Honors,92,High Honors,High Honors,NA,High Honors
2258,5000,1027,PS,300,S1C,Worcester Recovery Center and Hospital - Adolescent Unit,H,NA,NA,NA,Honors,82,Honors,81,Honors,NA,Honors,Honors
2259,5000,1027,OB,300,S2A,Cape Cod Hospital,H,NA,Honors,37,Honors,11,Pass,19,Honors,Honors,Honors,Pass
2260,5000,1027,SU,300,2B5,Berkshire Medical Center,HH,NA,High Honors,3.74,High Honors,86,Pass,75,High Honors,High Honors,High Honors,Pass
2261,5001,1027,NU,302,3A3,UMMHC-University Campus,H,NA,High Honors,3.5,Honors,82,Honors,17,Honors,High Honors,Honors,Honors
2262,5001,1027,ME,300B,3B5,Milford Regional Medical Center,HH,NA,High Honors,3.67,High Honors,4,High Honors,4,High Honors,High Honors,High Honors,High Honors
2263,5300,1835,OB,300,S2C,UMMHC-Memorial Campus,H,85,Honors,39,Honors,11,Honors,22,Honors,Honors,Honors,Honors
2264,5301,1835,PS,300,S3A,Berkshire Medical Center,H,91,High Honors,94,Honors,85,Honors,87,Honors,High Honors,Honors,Honors
2265,5301,1835,PE,300,S3B,UMMHC-University Campus,H,3.42,High Honors,3.39,Pass,77,High Honors,96,Honors,High Honors,Pass,High Honors
2266,5301,1835,FC,300,S3C,Worcester Area South,H,91.01,High Honors,43.34,Pass,17,Pass,15.87,Honors,High Honors,Pass,Pass
2267,5300,1835,NU,302,1A4,Saint Vincent Hospital Massachusetts,H,88.7,High Honors,3.64,Pass,74,High Honors,20,Honors,High Honors,Pass,High Honors
2268,5300,1835,ME,300B,1C5,Milford Regional Medical Center,H,3.27,Honors,3.36,Pass,2.9,Honors,3,Honors,Honors,Pass,Honors
2269,5300,1835,SU,300,2B5,Saint Vincent Hospital Massachusetts,HH,3.6,High Honors,3.82,Honors,76,High Honors,78,High Honors,High Honors,Honors,High Honors
2270,4900,1012,SU,300,S2B,Cape Cod Hospital,H,NA,Honors,3.14,Pass,68,High Honors,76,Honors,Honors,Pass,High Honors
2271,4900,1012,OB,300,S2C,UMMHC-Memorial Campus,H,NA,High Honors,41,Pass,7,Honors,20,Honors,High Honors,Pass,Honors
2272,4900,1012,NU,302,1C3,Milford Regional Medical Center,P,NA,High Honors,3.55,Pass,63,Pass,10,Pass,High Honors,Pass,Pass
2273,5300,1817,OB,300,S2A,UMMHC-Memorial Campus,H,87,High Honors,44,Pass,7,Honors,21,Honors,High Honors,Pass,Honors
2274,5301,1817,PE,300,S3A,UMMHC-University Campus,HH,3.86,High Honors,3.69,Honors,89,High Honors,92,High Honors,High Honors,Honors,High Honors
2275,5301,1817,PS,300,S3B,TaraVista Behavioral Health Center,HH,92,High Honors,94,Honors,89,High Honors,91,High Honors,High Honors,Honors,High Honors
2276,5301,1817,FC,300,S3C,Worcester Area North,H,95.08,High Honors,44.98,Honors,18,Honors,17.1,Honors,High Honors,Honors,Honors
2277,5300,1817,NU,302,1A4,UMMHC-University Campus,H,85.3,Honors,3.43,Honors,80,Pass,14,Honors,Honors,Honors,Pass
2278,5300,1817,ME,300B,1C5,Milford Regional Medical Center,H,3.37,Honors,3.48,Honors,3.1,Honors,3,Honors,Honors,Honors,Honors
2279,5300,1817,SU,300,2B5,UMMHC-University ACS,HH,3.6,High Honors,3.99,Honors,80,High Honors,78,High Honors,High Honors,Honors,High Honors
2280,5000,1259,PE,300,S2A,UMMHC-University Campus,H,NA,High Honors,3.64,NA,73,Pass,82,Honors,High Honors,NA,Pass
2281,5000,1259,FC,300,S2B,Worcester Area South,H,NA,High Honors,38.48,NA,12.84,Honors,13,Honors,High Honors,NA,Honors
2282,5000,1259,PS,300,S2C,Berkshire Medical Center,H,NA,NA,NA,Pass,80,Honors,82,Honors,NA,Pass,Honors
2283,5001,1259,OB,300,S3C,UMMHC-Memorial Campus,S,NA,NA,NA,Satisfactory,22,Satisfactory,26,Satisfactory,NA,Satisfactory,Satisfactory
2284,5000,1259,ME,300B,1B5,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.45,Pass,2.3,Honors,3,Honors,Honors,Pass,Honors
2285,5000,1259,NU,302,1C3,UMMHC-University Campus,H,NA,High Honors,3.5,Pass,68,Honors,17,Honors,High Honors,Pass,Honors
2286,5001,1259,SU,300,3A5,UMMHC-Memorial Surgical Oncology,H,NA,High Honors,3.5,Pass,72,Pass,77,Honors,High Honors,Pass,Pass
2287,5100,1198,SU,300,S1A,Cape Cod Hospital,H,NA,High Honors,3.83,Honors,75,High Honors,76,Honors,High Honors,Honors,High Honors
2288,5100,1198,OB,300,S1C,UMMHC-Memorial Campus,H,NA,Honors,39,Pass,7,Honors,22,Honors,Honors,Pass,Honors
2289,5100,1198,ME,300B,S2B,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.4,Pass,2.8,Honors,3,Honors,Honors,Pass,Honors
2290,5100,1198,NU,302,S2C,UMMHC-University Campus,HH,NA,High Honors,3.79,Honors,78,High Honors,20,High Honors,High Honors,Honors,High Honors
2291,5101,1198,FC,300,S3A,Worcester Area North,HH,NA,High Honors,39.68,NA,12.5,High Honors,18.44,High Honors,High Honors,NA,High Honors
2292,5101,1198,PS,300,S3B,Cape Cod Hospital,H,NA,High Honors,93,Honors,81,Honors,80,Honors,High Honors,Honors,Honors
2293,5101,1198,PE,300,S3C,UMMHC-University Campus,H,NA,Honors,3.15,NA,78,Honors,89,Honors,Honors,NA,Honors
2294,5300,1776,PS,300,S1A,Pocasset Mental Health Center,HH,94,High Honors,97,High Honors,91,High Honors,88,High Honors,High Honors,High Honors,High Honors
2295,5300,1776,PE,300,S1B,UMMHC-University Campus,HH,3.77,High Honors,3.49,High Honors,95,High Honors,90,High Honors,High Honors,High Honors,High Honors
2296,5300,1776,FC,300,S1C,Worcester Area South,HH,97.2,High Honors,44.57,Honors,18.25,High Honors,19.68,High Honors,High Honors,Honors,High Honors
2297,5301,1776,OB,300,S3B,UMMHC-Memorial Campus,HH,94,High Honors,42,High Honors,15,High Honors,23,High Honors,High Honors,High Honors,High Honors
2298,5300,1776,ME,300B,2A5,Milford Regional Medical Center,HH,3.61,High Honors,3.72,High Honors,4,Honors,3,High Honors,High Honors,High Honors,Honors
2299,5300,1776,NU,302,2B3,UMMHC-University Campus,HH,98,High Honors,4,High Honors,93,Honors,18,High Honors,High Honors,High Honors,Honors
2300,5301,1776,SU,300,3A5,Saint Vincent Hospital Massachusetts,HH,3.6,High Honors,3.82,High Honors,93,Honors,74,High Honors,High Honors,High Honors,Honors
2301,5000,1405,OB,300,S1C,UMMHC-Memorial Campus,H,NA,High Honors,40,Pass,7,Honors,20,Honors,High Honors,Pass,Honors
2302,5001,1405,FC,300,S3A,Worcester Area South,H,NA,High Honors,38.08,NA,12.9,Honors,12.29,Honors,High Honors,NA,Honors
2303,5001,1405,PS,300,S3B,UMMHC-C/L,H,NA,NA,NA,Pass,74,Honors,81,Honors,NA,Pass,Honors
2304,5001,1405,PE,300,S3C,UMMHC-University Campus,S,NA,NA,NA,Satisfactory,NA,Satisfactory,92,Satisfactory,NA,Satisfactory,Satisfactory
2305,5000,1405,SU,300,1A5,Cape Cod Hospital,H,NA,High Honors,3.58,Pass,66,Pass,72,Honors,High Honors,Pass,Pass
2306,5000,1405,ME,300B,2B5,Saint Vincent Hospital Massachusetts,H,NA,High Honors,3.68,Pass,2.4,Honors,3,Honors,High Honors,Pass,Honors
2307,5000,1405,NU,302,2C3,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.2,Honors,78,Honors,16,Honors,Honors,Honors,Honors
2308,5000,1327,PS,300,S1A,TaraVista Behavioral Health Center,H,NA,NA,NA,Honors,84,Honors,83,Honors,NA,Honors,Honors
2309,5000,1327,PE,300,S1B,UMMHC-University Campus,H,NA,Pass,2.88,NA,83,Honors,88,Honors,Pass,NA,Honors
2310,5000,1327,FC,300,S1C,Worcester Area South,H,NA,Honors,35.74,NA,13.86,High Honors,14.3,Honors,Honors,NA,High Honors
2311,5001,1327,OB,300,S3C,UMMHC-Memorial Campus,S,NA,NA,NA,Satisfactory,22,Satisfactory,24,Satisfactory,NA,Satisfactory,Satisfactory
2312,5000,1327,NU,302,2A4,Saint Vincent Hospital Massachusetts,P,NA,Honors,3.08,Honors,83,Pass,10,Pass,Honors,Honors,Pass
2313,5000,1327,ME,300B,2C5,UMMHC-Memorial Campus,H,NA,Honors,3.3,Pass,2.9,Honors,3,Honors,Honors,Pass,Honors
2314,5001,1327,SU,300,3A5,Milford Regional Medical Center,H,NA,High Honors,3.52,Honors,77,Pass,73,Honors,High Honors,Honors,Pass
2315,5300,1843,OB,300,S2C,UMMHC-Memorial Campus,H,87,High Honors,42,Pass,7,High Honors,23,Honors,High Honors,Pass,High Honors
2316,5301,1843,FC,300,S3A,Worcester Area North,HH,97.06,High Honors,44.98,Honors,17.6,High Honors,19.68,High Honors,High Honors,Honors,High Honors
2317,5301,1843,PS,300,S3B,Berkshire Medical Center,HH,90,High Honors,94,Pass,77,High Honors,91,High Honors,High Honors,Pass,High Honors
2318,5301,1843,PE,300,S3C,UMMHC-University Campus,HH,3.63,High Honors,3.85,Pass,77,High Honors,94,High Honors,High Honors,Pass,High Honors
2319,5300,1843,NU,302,1A4,UMMHC-University Campus,H,84.9,Honors,3.35,Honors,77,Honors,18,Honors,Honors,Honors,Honors
2320,5300,1843,ME,300B,1B5,UMMHC-Marlborough Hospital,HH,3.72,High Honors,3.69,Honors,3.3,High Honors,4,High Honors,High Honors,Honors,High Honors
2321,5300,1843,SU,300,2A5,UMMHC-Memorial Colorectal,HH,3.6,High Honors,3.84,Pass,75,High Honors,77,High Honors,High Honors,Pass,High Honors
2322,5000,1142,OB,300,S1A,UMMHC-Memorial Campus,HH,NA,High Honors,41,Honors,11,Honors,22,High Honors,High Honors,Honors,Honors
2323,4900,1142,SU,300,S1C,UMMHC-University & Memorial Campuses,H,NA,High Honors,3.56,Pass,66,High Honors,79,Honors,High Honors,Pass,High Honors
2324,4900,1142,PS,300,S2A,Worcester Recovery Center and Hospital - Adult Unit,H,NA,NA,NA,Honors,85,Honors,84,Honors,NA,Honors,Honors
2325,4900,1142,PE,300,S2B,Baystate Medical Center,HH,NA,Honors,3.31,NA,82,Honors,89,High Honors,Honors,NA,Honors
2326,4900,1142,FC,300,S2C,Worcester Area South,HH,NA,High Honors,37.68,NA,13.3,High Honors,13.46,High Honors,High Honors,NA,High Honors
2327,4901,1142,NU,302,3B4,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.33,Honors,79,Pass,13,Honors,Honors,Honors,Pass
2328,5002,1429,SU,300,S1A,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,3.69,High Honors,80,Pass,67,High Honors,High Honors,High Honors,Pass
2329,5002,1429,OB,300,S1B,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,43,Honors,11,Honors,20,Honors,High Honors,Honors,Honors
2330,5400,1883,OB,300,S2A,Cape Cod Hospital,HH,95,High Honors,45,High Honors,15,Honors,20,High Honors,High Honors,High Honors,Honors
2331,5401,1883,PE,300,S3A,UMMHC-University Campus,HH,3.6,High Honors,3.77,Honors,81,High Honors,92,High Honors,High Honors,Honors,High Honors
2332,5401,1883,PS,300,S3B,UMMHC-C/L,HH,92,High Honors,93,Honors,87,High Honors,88,High Honors,High Honors,Honors,High Honors
2333,5401,1883,FC,300,S3C,Worcester Area North,HH,96.37,High Honors,44.98,High Honors,18.2,High Honors,18.39,High Honors,High Honors,High Honors,High Honors
2334,5400,1883,NU,302,1A4,Saint Vincent Hospital Massachusetts,HH,88.1,Honors,3.5,High Honors,86,High Honors,84,High Honors,Honors,High Honors,High Honors
2335,5400,1883,ME,300B,1B5,Milford Regional Medical Center,HH,3.67,High Honors,3.63,Honors,3.1,High Honors,4,High Honors,High Honors,Honors,High Honors
2336,5400,1883,SU,300,2B5,UMMHC-Memorial MIS,HH,4,High Honors,3.95,High Honors,90,High Honors,80,High Honors,High Honors,High Honors,High Honors
2337,5300,1799,PS,300,S2A,Berkshire Medical Center,H,88,High Honors,91,Honors,84,Honors,86,Honors,High Honors,Honors,Honors
2338,5300,1799,FC,300,S2B,Worcester Area North,HH,98.11,High Honors,44.98,Honors,18.45,High Honors,19.68,High Honors,High Honors,Honors,High Honors
2339,5300,1799,PE,300,S2C,UMMHC-University Campus,HH,3.47,High Honors,3.48,Honors,83,High Honors,91,High Honors,High Honors,Honors,High Honors
2340,5301,1799,OB,300,S3A,Milford Regional Medical Center,HH,95,High Honors,43,High Honors,15,Honors,22,High Honors,High Honors,High Honors,Honors
2341,5300,1799,NU,302,1B3,UMMHC-University Campus,HH,95.1,High Honors,3.81,High Honors,85,High Honors,20,High Honors,High Honors,High Honors,High Honors
2342,5300,1799,ME,300B,1C5,UMMHC-Memorial Campus,H,3.37,Honors,3.33,High Honors,3.6,High Honors,3.5,Honors,Honors,High Honors,High Honors
2343,5301,1799,SU,300,3C5,Cape Cod Hospital,HH,3.8,High Honors,3.72,High Honors,84,High Honors,79,High Honors,High Honors,High Honors,High Honors
2344,5300,1578,PE,300,S1A,UMMHC-University Campus,HH,3.68,Honors,3.29,High Honors,85,High Honors,92,High Honors,Honors,High Honors,High Honors
2345,5200,1578,FC,300,S1B,Worcester Area South,H,NA,High Honors,43.34,Pass,16.85,Pass,15.31,Honors,High Honors,Pass,Pass
2346,5200,1578,PS,300,S1C,Worcester Recovery Center and Hospital - Adult Unit,H,NA,Honors,86,Honors,87,Honors,80,Honors,Honors,Honors,Honors
2347,5200,1578,OB,300,S2B,Milford Regional Medical Center,H,NA,High Honors,40,Honors,11,Honors,21,Honors,High Honors,Honors,Honors
2348,5200,1578,SU,300,2A5,UMMHC-Memorial MIS,HH,NA,High Honors,3.79,High Honors,83,Honors,70,High Honors,High Honors,High Honors,Honors
2349,5201,1578,ME,300B,3B5,UMMHC-Memorial Campus,H,NA,High Honors,3.65,Pass,2.6,Honors,3,Honors,High Honors,Pass,Honors
2350,5201,1578,NU,302,3C3,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.17,Honors,82,High Honors,20,Honors,Honors,Honors,High Honors
2351,5300,1773,PE,300,S1A,UMMHC-University Campus,H,3.34,Honors,3.09,Honors,82,High Honors,90,Honors,Honors,Honors,High Honors
2352,5300,1773,FC,300,S1B,Worcester Area South,H,90.62,Honors,41.7,Honors,17.28,Honors,17.44,Honors,Honors,Honors,Honors
2353,5300,1773,PS,300,S1C,Pocasset Mental Health Center,H,93,High Honors,96,Honors,89,Honors,87,Honors,High Honors,Honors,Honors
2354,5300,1773,OB,300,S2B,Milford Regional Medical Center,H,88,High Honors,43,Honors,11,Honors,21,Honors,High Honors,Honors,Honors
2355,5300,1773,SU,300,2A5,Cape Cod Hospital,H,3.2,High Honors,3.67,Honors,79,Pass,69,Honors,High Honors,Honors,Pass
2356,5301,1773,ME,300B,3A5,Milford Regional Medical Center,HH,3.58,High Honors,3.59,High Honors,3.9,Honors,3,High Honors,High Honors,High Honors,Honors
2357,5301,1773,NU,302,3B3,Saint Vincent Hospital Massachusetts,H,83.9,Honors,3.45,High Honors,87,Pass,12,Honors,Honors,High Honors,Pass
